県名,No,変電所名,電圧kV_一次,電圧kV_二次,台数,設備容量MW,運用容量値MW,運用容量制約要因,空容量_当該設備MW,空容量_上位系等考慮MW,N1電制_適用可否,N1電制_適用可能量MW,平常時出力制御の可能性,平常時出力制御_当該設備,平常時出力制御_上位系設備,備考
茨城県,1,五浦,66,6.6以下,3,38,39,熱容量,5,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,2,磯原,66,6.6以下,3,28,29,熱容量,1,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,3,木皿,66,6.6以下,2,19,19,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,4,大子,66,6.6以下,3,38,39,熱容量,4,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（送茨城66kV23）による 制約
茨城県,5,手綱,66,6.6以下,2,38,39,熱容量,2,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,6,里美,66,6.6以下,1,9,9,熱容量,5,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（送茨城66kV23）による 制約
茨城県,7,高萩,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（送茨城66kV7）による 制約
茨城県,8,小木津,66,6.6以下,2,38,39,熱容量,15,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,9,山方,66,6.6以下,2,19,19,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV65）による 制約
茨城県,10,日立,66,6.6以下,3,38,39,熱容量,5,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,11,助川,66,6.6以下,3,38,39,熱容量,8,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,12,北多賀,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,13,常陸大宮,66,6.6以下,3,38,39,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV25）による 制約
茨城県,14,常陸太田,66,6.6以下,3,33,34,熱容量,3,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV25）による 制約
茨城県,15,真弓,66,6.6以下,2,38,39,熱容量,7,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,16,多賀,66,6.6以下,3,42,44,熱容量,9,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,17,水戸北部,154,6.6以下,3,38,39,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV7）による 制約
茨城県,18,大みか,66,6.6以下,2,38,39,熱容量,18,0,不可,-,有り,-,変2，送11，変茨城66kV1,上位系（変茨城66kV1）による 制約
茨城県,19,桂,154,6.6以下,2,38,39,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV8）による 制約
茨城県,20,笠松,66,6.6以下,3,57,59,熱容量,9,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV6）による 制約
茨城県,21,飯田,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV6）による 制約
茨城県,22,長砂,66,6.6以下,3,57,59,熱容量,11,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV6）による 制約
茨城県,23,勝田,66,6.6以下,3,52,54,熱容量,11,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV6）による 制約
茨城県,24,堀町,66,6.6以下,2,38,39,熱容量,2,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV2）による 制約
茨城県,25,赤塚,66,6.6以下,3,52,54,熱容量,7,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV2）による 制約
茨城県,26,根本,66,6.6以下,3,47,49,熱容量,14,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV2）による 制約
茨城県,27,常陸海浜,66,6.6以下,2,38,39,熱容量,18,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV6）による 制約
茨城県,28,大町,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV6）による 制約
茨城県,29,水戸,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV2）による 制約
茨城県,30,笠間,66,6.6以下,3,52,54,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV2）による 制約
茨城県,31,岩瀬,66,6.6以下,3,42,44,熱容量,0,0,不可,-,有り,-,送52，変4,上位系（送栃木154kV12）によ る制約
茨城県,32,白梅,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV6）による 制約
茨城県,33,見川,66,6.6以下,3,57,59,熱容量,4,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV2）による 制約
茨城県,34,湊,66,6.6以下,3,47,49,熱容量,6,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV6）による 制約
茨城県,35,内原,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV2）による 制約
茨城県,36,酒門東,66,6.6以下,2,38,39,熱容量,2,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV74）による 制約
茨城県,37,千波,66,6.6以下,3,57,59,熱容量,7,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV2）による 制約
茨城県,38,友部,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV89）による 制約
茨城県,39,協和,66,6.6以下,2,38,39,熱容量,0,0,不可,-,有り,-,送52，変4,上位系（送栃木154kV12）によ る制約
茨城県,40,大洗,66,6.6以下,3,47,49,熱容量,6,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV6）による 制約
茨城県,41,川島,66,6.6以下,3,47,49,熱容量,1,0,不可,-,有り,-,送52，変4,上位系（送栃木154kV12）によ る制約
茨城県,42,下館,66,6.6以下,3,47,49,熱容量,6,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV118）によ る制約
茨城県,43,結城,66,6.6以下,3,42,44,熱容量,2,0,不可,-,有り,-,送52，変4,上位系（送栃木154kV12）によ る制約
茨城県,44,真壁,66,6.6以下,2,38,39,熱容量,0,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV122）によ る制約
茨城県,45,岩間,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城154kV2）による 制約
茨城県,46,南結城,66,6.6以下,2,38,39,熱容量,3,0,不可,-,有り,-,送52，変4,上位系（送栃木154kV12）によ る制約
茨城県,47,明野,66,6.6以下,3,52,54,熱容量,0,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV122）によ る制約
茨城県,48,関城,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV125）によ る制約
茨城県,49,八郷,66,6.6以下,2,28,29,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV8）による 制約
茨城県,50,美野里,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV92）による 制約
茨城県,51,筑波,66,6.6以下,3,52,54,熱容量,7,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV118）によ る制約
茨城県,52,竹原,66,6.6以下,2,38,39,熱容量,4,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV92）による 制約
茨城県,53,石岡,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城154kV7）による 制約
茨城県,54,古河,66,6.6以下,3,57,59,熱容量,18,0,不可,-,有り,-,-,
茨城県,55,牛谷,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送52，変4,上位系（変4）による制約
茨城県,56,諸川,66,6.6以下,3,52,54,熱容量,0,0,不可,-,有り,-,送52，変4,上位系（送栃木154kV12）によ る制約
茨城県,57,五霞,154,6.6以下,2,38,39,熱容量,18,0,不可,-,有り,-,送52,上位系（送52）による制約
茨城県,58,貝地,66,6.6以下,3,42,44,熱容量,7,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV8）による 制約
茨城県,59,下妻,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV125）によ る制約
茨城県,60,総和,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送52，変4,上位系（変4）による制約
茨城県,61,南古河,66,6.6以下,3,47,49,熱容量,12,0,不可,-,有り,-,送52，変4,上位系（変4）による制約
茨城県,62,八千代,154,6.6以下,3,57,59,熱容量,5,0,不可,-,有り,-,送52，変4,上位系（変4）による制約
茨城県,63,玉里,66,6.6以下,3,57,59,熱容量,1,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV95）による 制約
茨城県,64,鉾田,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV95）による 制約
茨城県,65,上山,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV99）による 制約
茨城県,66,三和,66,6.6以下,2,38,39,熱容量,9,0,不可,-,有り,-,送52，変4,上位系（送栃木154kV12）によ る制約
茨城県,67,大砂,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV120）によ る制約
茨城県,68,大穂,66,6.6以下,2,38,39,熱容量,4,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV117）によ る制約
茨城県,69,神立,66,6.6以下,3,42,44,熱容量,1,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV108）によ る制約
茨城県,70,西土浦,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV108）によ る制約
茨城県,71,豊里,66,6.6以下,2,38,39,熱容量,4,0,不可,-,有り,-,送52，送50，送45,上位系（送茨城66kV37）による 制約
茨城県,72,大洋,66,6.6以下,3,57,59,熱容量,1,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV100）によ る制約
茨城県,73,猿島,66,6.6以下,3,52,54,熱容量,5,0,不可,-,有り,-,送52，変4,上位系（送栃木154kV12）によ る制約
茨城県,74,木田余,66,6.6以下,2,38,39,熱容量,6,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV8）による 制約
茨城県,75,沓掛,66,6.6以下,2,38,39,熱容量,4,0,不可,-,有り,-,送52，送50，送45,上位系（送茨城66kV37）による 制約
茨城県,76,出島,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（変茨城66kV8）による 制約
茨城県,77,学園都市,154,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
茨城県,78,東光台,154,6.6以下,2,38,39,熱容量,7,0,不可,-,有り,-,送47,上位系（送47）による制約
茨城県,79,大生郷,66,6.6以下,3,57,59,熱容量,8,0,不可,-,有り,-,送52，送50，送45,上位系（送茨城66kV37）による 制約
茨城県,80,中土浦,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（変茨城66kV3）による 制約
茨城県,81,土浦,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（変茨城66kV3）による 制約
茨城県,82,高津,66,6.6以下,2,33,34,熱容量,12,0,不可,-,有り,-,送52，変4,上位系（変茨城66kV9）による 制約
茨城県,83,つくば並木,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送52，変4,上位系（変茨城66kV9）による 制約
茨城県,84,飯沼川,66,6.6以下,2,28,29,熱容量,2,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,85,阿見,66,6.6以下,3,57,59,熱容量,6,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（変茨城66kV3）による 制約
茨城県,86,小野川,66,6.6以下,3,57,59,熱容量,11,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,87,岩井,66,6.6以下,3,52,54,熱容量,6,0,不可,-,有り,-,送52，送50，送45,上位系（送茨城66kV37）による 制約
茨城県,88,福岡,66,6.6以下,3,52,54,熱容量,0,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,89,麻生,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,変2，送11，変茨城154kV1,上位系（送茨城66kV100）によ る制約
茨城県,90,牛久北部,66,6.6以下,2,38,39,熱容量,5,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,91,水海道,66,6.6以下,3,57,59,熱容量,11,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,92,君島,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（変茨城66kV3）による 制約
茨城県,93,福田,66,6.6以下,2,28,29,熱容量,0,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（変茨城66kV3）による 制約
茨城県,94,菅生,66,6.6以下,3,52,54,熱容量,7,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,95,伊奈町,66,6.6以下,2,38,39,熱容量,0,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,96,牛久,66,6.6以下,3,57,59,熱容量,7,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（変茨城66kV3）による 制約
茨城県,97,船津,66,6.6以下,3,57,59,熱容量,1,0,不可,-,有り,-,送46，送39,上位系（送茨城66kV63）による 制約
茨城県,98,守谷,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,99,江戸崎,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（送茨城66kV46）による 制約
茨城県,100,平井,66,6.6以下,1,19,19,熱容量,10,0,不可,-,有り,-,送46，送39,上位系（送茨城66kV63）による 制約
茨城県,101,潮来,66,6.6以下,3,52,54,熱容量,5,0,不可,-,有り,-,送46，送39,上位系（送39）による制約
茨城県,102,幸田,66,6.6以下,3,57,59,熱容量,3,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（送茨城66kV46）による 制約
茨城県,103,薄倉,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（変茨城66kV3）による 制約
茨城県,104,北竜台,66,6.6以下,2,38,39,熱容量,8,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（変茨城66kV3）による 制約
茨城県,105,南守谷,66,6.6以下,2,38,39,熱容量,13,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,106,藤代,66,6.6以下,2,38,39,熱容量,12,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,107,神栖,66,6.6以下,2,38,39,熱容量,10,0,不可,-,有り,-,送46，送39,上位系（送茨城66kV63）による 制約
茨城県,108,取手,66,6.6以下,3,42,44,熱容量,6,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,109,角崎,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（送茨城66kV46）による 制約
茨城県,110,竜ヶ崎,66,6.6以下,3,47,49,熱容量,5,0,不可,-,有り,-,送52，送50，送45，変茨城66 kV3,上位系（変茨城66kV3）による 制約
茨城県,111,東取手,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送52，送50，送45,上位系（送45）による制約
茨城県,112,神之池,66,6.6以下,3,57,59,熱容量,5,0,不可,-,有り,-,送46，送39,上位系（送茨城66kV57）による 制約
茨城県,113,波崎,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送46，送39,上位系（送茨城66kV57）による 制約
茨城県,114,南波崎,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送46，送39,上位系（送39）による制約
茨城県,115,銚子,66,6.6以下,3,47,49,熱容量,5,0,不可,-,有り,-,送46，送39,上位系（送39）による制約
茨城県,116,木有戸,66,6.6以下,2,38,39,熱容量,10,0,不可,-,有り,-,送52，変4,上位系（送茨城66kV118）によ る制約
